,time_id,road_id,segment,flow,speed,var_flow_8,var_speed_8,var_space_flow_8,var_space_speed_8,diff_flow_8,diff_speed_8,diff_kalman_flow,diff_kalman_speed,result_flow,is_crash
245,1,1,103,217,23,-1,-1,-1,-1,-1,-1,-12.2682589,-0.02773424,-115.7483557,0
246,1,4,110,188,68,89.3,7.7,454.5238095,206.6666667,10.5,1,5.7651983,-0.12413131,0,0
247,1,1,107,127,12,1731.3,40.3,1370.209524,45.14285714,-36.75,-9.5,-8.337553,6.269110886,-88.23910258,0
248,1,4,111,188,61,231.3,1.5,980.4095238,12.63809524,-23.25,-1.25,-10.7562815,-0.01285591,0,0
249,1,4,101,33,51,0,10.3,778.9888889,423.5111111,0,5.5,0.06825863,3.26548756,0,0
250,0,4,133,52,79,50.7,3.2,84.98095238,4.971428571,5.25,2.25,1.12010504,-0.22373489,0,0
251,1,4,119,209,66,474.7,5.5,547.8380952,23.6952381,-22.25,1.25,-9.2599534,-0.18993852,0,0
252,1,2,116,64,71,98.8,9.7,1947.209524,266.4952381,-9.5,2.25,-8.89113019,0.00177964,0,1
253,1,4,108,116,10,285.2,41.8,1638.838095,50.17142857,-14,-6.75,-3.3419904,0.203783688,0,0
254,1,4,133,140,67,159.2,13.7,902.5238095,26.57142857,-17.75,-1,-11.8646594,-0.33409493,0,0
255,0,2,218,38,79,10.8,0,134.7142857,21.66666667,1.75,0,1.5147399,0,0,0
256,1,2,111,95,63,1144.3,32.3,2322.780952,449.7809524,-8,3,-2.2853053,0.25610852,0,0
257,1,4,108,84,16,910,749,2041.066667,575.1142857,-63.75,-50,-29.232824,2.07389651,-153.472326,0
258,1,4,111,204,65,353.7,3.5,1005.828571,14.66666667,6.5,2.5,7.629371,0.27671318,0,0
259,1,1,101,65,63,177.8,4.3,4311.566667,132.4444444,-6.75,2,-7.10851731,7.30E-06,0,0
260,0,5,202,62,16,16.7,145.3,208.552381,495.2095238,-4,-17,-36.19402042,-0.64381265,0,1
261,1,2,209,98,74,67.7,1.5,225.352381,81.06666667,-4.75,0,-3.4005532,0.21182485,0,0
262,1,4,110,66,81,7.7,2.8,341.9809524,1158.828571,1.5,-0.5,1.38203688,-0.11729642,0,0
263,1,3,126,30,76,46.2,4.8,603,49.31428571,-5.25,-1.75,-7.9790849,0.62882023,0,0
264,1,2,117,133,39,400.8,37.3,1441.314286,328.6,-31.75,3.25,-17.6441272,2.90325813,-60.17099789,0
265,1,4,112,102,75,2042.8,23.7,1594.571429,601.552381,-42,4.75,-18.0687692,3.09907102,0,0
266,0,3,114,33,3,25.3,4,44.32222222,272.6777778,2,-2.5,-0.40334845,0.031625674,0,0
267,1,4,133,220,35,57.3,12.7,1478,361.1714286,12,6.5,6.0471689,-0.31782075,0,0
268,1,1,112,99,12,724.7,21.8,1715.92381,18.23809524,-14,-8,-10.3005232,-1.02382245,-84.9793164,0
269,1,3,230,105,60,31.7,16.7,598.0666667,198.552381,6,6.5,3.8950861,3.04273293,0,0
270,1,4,232,193,65,326.8,25.2,998.5238095,41.63809524,-33,4.75,27.3584628,0.01528787,-48.2774345,0
271,1,4,120,159,73,466.5,26.3,658.1238095,210.7809524,-15,5.75,-1.5225685,3.77722456,0,0
272,0,2,107,110,9,36.7,1.7,833.9714286,853.2666667,-7.75,-2.25,-1.6379718,-0.004187423,0,0
273,1,3,227,42,9,1100.8,350.3,553.0285714,525.6666667,-50.5,-27,-33.20650569,-1.67209163,-154.9636932,0
274,0,1,102,18,59,22.7,0,48.6952381,87.38095238,2.75,0,0.96216215,0,0,0
275,1,4,132,118,76,111.7,5.2,483.2095238,701.9238095,4.75,0.25,-0.0360902,-0.42903323,0,0
276,1,1,114,177,50,571.7,40.3,1129.6,365.9714286,6.5,-7,8.33899,0.08113196,0,0
277,1,1,101,73,16,123.2,15.3,1608.666667,13.65555556,13.5,4.5,9.88678261,0.0038359,0,1
278,1,6,209,86,35,301.2,51.3,324.0666667,27.38095238,19,-14.5,87,-5.44722361,0,0
279,1,3,216,61,75,163.7,4,520.6380952,129.2666667,-0.25,3.75,-1.63834637,0.20307062,0,0
280,1,4,207,120,63,968,4.3,1379.542857,128.2095238,-15,-2,40.37346372,0,0,0
281,1,4,109,173,20,405.8,2.3,507.9809524,658.6857143,13.25,0.75,11.7218575,-0.32807165,0,0
282,0,3,215,39,82,41.7,1.5,208.6666667,6.838095238,9,0,5.32720507,0.00581052,0,0
283,1,4,111,154,13,46.8,196.2,579.4952381,651.6380952,-4.5,-16,-0.7990895,0.18976724,0,1
284,1,4,109,86,18,2493.5,426.2,2696.066667,441.4952381,-95,-30.25,-31.9599763,1.49442958,-152.6976645,1
285,0,4,133,108,71,361.7,3.5,793.9238095,19.66666667,-13.5,2.5,-6.0855068,-0.21127221,0,0
286,1,4,110,120,75,27.7,3.3,507.5238095,852.0666667,-4,-0.5,-2.872374,0.00646053,0,0
287,1,4,109,162,26,449.3,16.5,927.5428571,42.26666667,17,8.75,1.7421563,-0.73869174,0,0
288,0,1,212,154,27,139.2,230.3,1750.571429,127.8857143,0.25,-23.25,-6.7337487,-1.96681822,0,0
289,1,3,106,98,21,32.8,1.5,845.0285714,14.17142857,5.75,0,0.09298607,2.59E-06,0,0
290,0,4,129,18,78,19.8,0.8,33.55238095,2.123809524,-2,-0.75,-2.62738074,-0.34058428,0,0
291,0,2,108,115,72,42.8,1.2,812.7809524,802.552381,-8.25,-0.25,-1.4754385,0.01623994,0,1
292,1,1,101,93,23,447.2,40.3,2402.488889,41.61111111,35.25,11.75,24.6522821,0.01527838,0,0
293,0,3,212,117,65,37.5,4.2,1115.209524,30.57142857,-3.75,2.75,-1.7066066,2.4516978,0,0
294,1,4,110,67,84,20.5,2.3,225.0952381,1125.409524,6.25,3.25,3.34518764,-0.11114143,0,0
295,0,4,206,10,65,2.2,0,3.980952381,53.57142857,-0.25,0,-0.04286443,0,0,0
296,1,2,209,63,11,94.7,1.3,473.0666667,10.6952381,-4,-0.75,-0.88231233,-0.19330297,0,0
297,0,3,129,18,78,2.3,1.3,67.6952381,4.20952381,0.75,1.75,1.26797178,0.53086943,0,0
298,1,4,108,110,12,1282.8,67.8,1984.685714,45.82857143,-43,-9.25,-13.4487702,-0.05173631,-123.2803935,0
299,0,2,107,121,12,811.8,47.3,1538.171429,368.6666667,-24.25,-8,-3.1203673,-0.01200944,0,0
300,1,3,229,119,49,10.7,5.2,767.1238095,136.2380952,-4.75,2.75,-1.8352046,0.7126895,0,0
301,1,3,234,47,67,136.8,12.7,384.7428571,9.457142857,-15.5,3.5,-13.13265466,0.57048302,0,0
302,1,4,126,278,62,564.7,17.3,691.2095238,25.74285714,25.25,-5.5,19.3926109,-0.80882603,0,0
303,1,2,101,80,34,35.3,10.5,124.3222222,13.11111111,2,5,-1.30513639,2.61609072,0,0
304,1,4,111,139,7,90.8,12.2,823.6380952,882.6380952,-19.5,-5.25,-7.3493505,0.421176838,-145.9371028,1
305,1,4,110,156,45,981.3,164.8,1222.6,591.7428571,8,-25.5,-5.5830676,0.86920432,0,0
306,1,1,212,199,61,49.3,2.8,2403.209524,116.4095238,-5.75,2,-2.2516255,0.37680539,0,0
307,1,3,228,85,17,555.7,215.3,889.4571429,196.6380952,36,-6.75,17.97795816,0.98864962,0,1
308,1,4,111,195,66,278.2,2.8,831.5238095,17.4952381,-29.75,3,-10.5294349,-0.56332499,0,0
309,0,5,202,28,77,20.2,6.2,29.35238095,6.742857143,4,-2.75,-55.88504553,-0.02171818,0,0
310,0,4,110,62,80,79,5.3,245.6380952,6.857142857,1.25,3.25,-0.80095881,-0.23415354,0,0
311,1,2,107,159,18,260.7,17.5,2519.409524,16.54285714,1.5,5,-3.9179408,0.108081,0,1
312,1,4,112,116,70,42.8,5.2,491.4952381,1015.92381,7,-4,2.235218,-2.91803925,0,0
313,1,3,104,79,9,63.5,0.3,1976.780952,462.6952381,1.25,-0.75,-1.49321615,-2.92E-06,0,0
314,0,4,109,6,80,-1,-1,-1,-1,-1,-1,-0.025947132,0,0,0
315,1,4,118,175,24,104.7,9.5,577.4095238,98.98095238,18.5,-2.5,10.404127,-0.3812021,0,0
316,0,3,115,113,45,940,40.3,625.352381,1017.409524,61.25,8,20.83415443,4.43779961,0,0
317,1,3,228,88,20,249.3,335.7,228.352381,161.1142857,-19.5,-26.5,-4.1122166,-0.88649865,0,0
318,0,2,219,117,61,2153.7,226.2,2279.542857,342.6380952,-31,17.25,-7.3543149,-0.02000682,0,0
319,1,2,108,125,17,402.7,2.3,1634.952381,121.1238095,-31,0.75,-13.5356373,-0.01871388,-99.52674485,0
320,1,3,105,72,16,2091.3,33.7,1098.142857,102.2666667,-79.25,-12.25,-44.0778585,3.59865851,-198.3503633,0
321,0,4,213,94,76,127.7,2.8,1663.114286,38.06666667,-2.75,-2,-173.393614,-0.67753827,0,0
322,1,3,227,69,6,187.2,5.7,135.9809524,521.7142857,0.25,-3.5,-1.73565638,-0.842173042,0,0
323,1,4,206,160,69,262.2,0.7,834.1142857,8.123809524,12.75,0.25,10.8039073,-0.08732522,0,0
324,0,1,101,48,81,99.5,0,2340.055556,134.4444444,17.5,0,12.90207766,0,0,0
325,1,3,209,122,48,4.7,2.7,208.2380952,232.7428571,2.25,-2.25,-0.0960828,-1.55853123,0,0
326,1,4,110,117,13,77.5,1.5,281.0952381,32.23809524,-16.25,-1.25,-5.0602853,-0.00647721,-45.5425677,0
327,1,1,106,103,19,873.5,60.5,1963.92381,368.6,-62.5,-11.25,-17.6896972,0.08193475,-95.89677956,0
328,1,4,110,140,16,257.8,2.8,918.4571429,53.25714286,18.25,3.25,2.7621615,-0.1111216,0,0
329,1,2,110,241,46,12.5,29.8,1882.835165,88.24725275,1.25,9.25,0.0539687,-0.10225929,0,0
330,1,4,119,191,46,72.8,0.7,391.4952381,370.8380952,-10.5,1,-5.8725863,0.0031582,0,1
331,0,2,112,24,71,127.8,0,128.8380952,20,-14.25,0,-8.69383627,0,0,0
332,1,2,112,111,54,1149.3,30.7,1422.409524,683.8285714,40.5,-6,12.09333397,-1.50534942,0,1
333,1,1,111,179,63,165.3,26.3,386.3222222,19.61111111,0.5,0.75,9.890291,3.19653358,0,0
334,1,2,107,148,46,190.5,193.3,2081.095238,73.11428571,-1.25,30.5,-4.8412986,-1.18166241,0,1
335,1,4,110,125,75,19.3,1.2,559.9714286,803.1142857,-0.75,-0.25,-0.1635169,-0.1233951,0,0
336,1,3,124,112,39,44.8,85.7,268.2380952,73.02857143,-11.75,-14,-7.3646444,-2.00509797,0,1
337,0,3,221,4,79,-1,-1,-1,-1,-1,-1,-1.658468501,0,0,0
338,1,4,109,57,6,73.3,0.7,157.8380952,1409.695238,-3.25,1,-0.56973869,-0.29053009,0,1
339,1,3,124,107,71,185.3,6.3,331.6952381,25.35238095,-18.25,2,-7.0478933,0.8141069,0,0
340,0,2,205,75,74,102.8,2.5,222.7666667,9.822222222,13.25,0,9.27982239,-0.46528164,0,0
341,0,4,111,98,71,173,0.7,398.1714286,10.06666667,-13.75,-1,-5.0957459,0.66332346,0,0
342,1,4,134,121,72,135.5,7.8,693.9238095,519.4952381,16.25,-3,9.9710586,-2.51317234,0,0
343,0,4,134,41,79,33.5,1.7,410.1238095,11.80952381,-10,1,-3.82408019,1.69471924,0,0
344,1,6,110,136,74,201.5,8,201.5,8,-2.5,0,88.19328227,0.64559053,0,0
345,1,2,106,58,10,27,4.2,1497.780952,90.42857143,-5,-2.75,-1.94884298,-0.04453654,0,0
346,1,4,134,118,76,138.7,6.7,496.6952381,460.1238095,8.5,2.25,2.6832923,1.01358238,0,0
347,0,5,206,24,77,62.3,2.3,50.76666667,7.611111111,-3,-1.75,11.65269547,7.67E-06,0,0
348,1,1,103,177,13,1849,55.7,3230.352381,37.6952381,-51.25,-11.5,-10.2389914,-0.39705071,-139.407806,0
349,1,3,228,67,26,127.2,28.3,726.3142857,182.4095238,-3.5,3,-0.72499244,0.81164494,0,0
350,1,3,215,94,74,121.7,2.3,1076.571429,26.40952381,-11.5,0.75,-9.1267376,0.10180456,0,0
351,0,1,115,126,80,121,13.3,602.7428571,33.98095238,6.25,4.25,0.3043082,-0.26786204,0,0
352,1,3,227,46,5,478,195.8,243.9714286,812.2666667,-10,-11.75,-11.35103806,-0.574101764,-104.4295502,0
353,1,4,109,150,15,12.5,1.7,545.1238095,994.3809524,2.5,-0.25,1.2916366,0.00027666,0,1
354,1,4,117,152,35,1066,14.2,731.0952381,262.7809524,-47.5,2.25,-28.1502604,1.5949443,-122.2525595,1
355,1,3,210,105,51,17.2,12.7,876.7428571,80.78095238,0.25,-7.25,0.4661004,-2.02923317,0,0
356,0,4,133,100,71,155.3,0.7,659.6,17.45714286,7,1,5.62085956,0.00561266,0,0
357,0,6,107,12,69,14.3,0,18.06666667,60.95238095,-0.75,0,-63.15416103,0,0,0
358,1,4,110,99,12,448.2,202.7,1757.542857,186.6857143,-35.25,-14,-8.5530288,-0.0165119,-70.5624876,0
359,1,1,107,161,14,1135.7,43.8,1598.552381,303.6952381,-56.5,-14.25,-7.7599005,4.234055267,-89.23885575,1
360,1,4,109,154,16,73.3,0.5,251.6952381,922.4095238,7,1.25,4.4654223,0.00061984,0,1
361,0,4,107,36,72,58.3,2.8,87.55238095,14,-13.25,-1.75,-5.41778524,1.42204497,0,0
362,0,2,109,166,70,86.8,119.8,1608.171429,173.2666667,-11.75,10.75,-3.3098341,0.42285169,0,0
363,1,4,112,190,61,1314,24.7,432.6952381,1019.380952,60,-9.75,28.1403727,-5.67400302,0,0
364,0,4,111,47,77,27.3,0.7,103.8380952,7.542857143,-0.75,-0.25,0.67527918,0.01200609,0,0
365,1,2,208,85,30,355.7,199.7,1892.457143,277.0952381,2.75,-6,3.42961954,-1.08411841,0,0
366,1,4,110,129,14,41.8,2.2,581.0666667,34.40952381,-3,0.25,-2.5220612,0.11693666,0,0
367,1,4,110,118,77,810,24,803.552381,473.0666667,-28.75,6.25,-4.7391924,-0.22943852,0,0
368,1,4,132,140,65,259.2,14.3,655.7809524,670.8380952,22.75,-8.25,14.6396821,0.76833105,0,0
369,1,3,227,61,7,848.3,23.3,414.4952381,463.6952381,-30.5,-8,-21.00615874,-1.440929679,-183.053669,0
370,0,4,132,47,80,121.5,2.7,481.0666667,16.4952381,-3.75,1.5,-1.90632926,0.2223962,0,0
371,1,4,112,106,74,106.8,4.2,444.2380952,1102.266667,-15.5,2.25,-8.1250191,1.5589664,0,0
372,1,4,112,130,76,2273.2,24.7,2013.838095,418.552381,-31,8.5,-4.6789254,4.83263824,0,0
373,1,1,112,100,19,959.3,14,1964.314286,17.97142857,-25.5,-2.5,-15.6174008,-0.60505415,-82.19684632,0
374,1,3,234,67,58,31.7,9.8,363.5238095,7.066666667,1,-3,0.4231238,-1.25064123,0,0
375,1,3,216,61,73,46.2,4.3,514.7428571,265.6380952,5.25,0.5,-1.31140636,-0.00210622,0,0
376,1,4,232,186,70,517.7,2.8,750.6857143,14.88571429,14,2,-10.3215837,0.17288971,0,0
377,1,3,214,143,64,186,6.2,713.1238095,301.4952381,-8.75,0.25,-5.254074,0.24968325,0,0
378,1,4,109,166,69,185.3,3.7,478.9809524,12.06666667,-21.75,-2.25,-9.0978734,0.5436772,0,0
379,1,3,227,91,12,1012.7,29.5,468.4285714,480.6952381,11.5,0,12.38810787,0.76891941,0,0
380,1,4,108,122,17,1152.7,26.3,1523.52381,21.78095238,-59,-10.5,-22.8600733,0.75555278,-164.0546437,0
381,1,4,126,298,66,1368.8,4.3,1142.209524,27.6952381,39.5,-0.5,23.0974456,0.12529823,0,0
382,1,2,115,111,68,137.3,8.3,1766.095238,73.6,24.5,-2,15.81316866,-1.77210941,0,0
383,1,4,132,129,66,279.3,11.8,651.2666667,491.1714286,-21.75,-4.25,-15.6148867,0.1904304,0,0
384,1,2,211,137,22,141.2,0.5,467.7809524,7.266666667,8.5,1.25,7.6583073,0.00242549,0,0
385,0,6,208,81,53,194.7,1.7,4068.266667,86.74285714,-8.5,-2.25,82,-0.73949236,0,0
386,1,4,134,87,75,99.7,4,792.9809524,637.8285714,3.5,-2.5,1.19260725,-0.40401135,0,0
387,1,4,111,223,26,1289.8,103.7,1270.971429,762.2095238,62,22.75,15.4804726,-5.79575618,0,1
388,1,4,132,98,81,141.7,1.8,1033.685714,240.1142857,-16.5,1.75,-6.7561574,-0.16630388,0,0
389,1,4,111,156,77,105.3,6.7,732.4952381,12.28571429,-15.75,3.5,-4.869464,0.24361085,0,0
390,1,4,110,171,67,372.2,9.7,515.9238095,747.6952381,39.75,-6,14.9391431,0.22188301,0,0
391,0,2,218,106,27,244.8,11.3,777.2095238,470.5714286,33.25,7,15.06367931,-0.12980337,0,1
392,1,3,223,114,51,105.3,84.2,306.8444444,110.6777778,-3,15.25,-5.5579503,5.98716893,0,1
393,1,1,105,118,11,51.2,1.7,1474.780952,119.4952381,7.25,-1.5,3.4303749,0.00428171,0,0
394,1,3,228,54,82,15.7,8.3,893.4095238,1089.638095,8.5,-2,3.39196465,-0.23550662,0,1
395,1,3,107,165,34,39.5,9.7,2083.980952,175.9809524,-10,2.75,-5.3467324,0.38576819,0,1
396,1,4,110,124,73,750.7,17.3,1280.12381,1087.066667,25.25,-6.75,2.7813917,0.10568268,0,0
397,1,6,110,152,69,154.2,2.7,154.2,2.7,-7.25,-2.25,147.2143394,-0.68133699,0,0
398,1,3,124,153,31,252,59.5,468.0666667,170.4952381,32.5,-10,20.4313585,-0.90908446,0,0
399,0,3,228,18,84,12.5,0,39.20952381,46.66666667,0,0,-0.56726784,0,0,0
400,1,4,112,116,75,106,1.5,369.352381,1121.638095,-7.5,-1.25,-5.3593721,0.0942016,0,0
401,1,1,113,185,14,629.2,3.2,1480.257143,395.6857143,5.25,0.25,5.326153,0.00221223,0,1
402,1,2,118,130,71,335.5,10.7,1372.52381,50.82857143,40,-6,22.3252571,-0.35064157,0,0
403,1,3,216,56,75,22,0.8,216.4095238,432.2666667,-7.5,0.75,-6.77745441,0.00234178,0,0
404,0,2,102,32,80,38.8,0,35.02857143,133.0952381,5.5,0,5.0059545,0,0,0
405,0,4,217,7,86,7.7,0,19.11428571,61.66666667,-0.25,0,-58.96618725,0,0,0
406,1,4,125,163,58,118.2,43.3,1047.780952,658.3142857,-20.25,-14.5,-10.4054172,0.12117581,0,0
407,0,2,111,144,59,472.7,56.3,1470.352381,102.2666667,4,8,5.2936662,0.02550962,0,0
408,0,4,111,49,76,19.7,1.2,107.1238095,10.12380952,-6.5,0.25,-3.34353481,0.61932612,0,0
409,1,4,108,60,5,1571,201.7,2980.409524,72.97142857,-23.75,-12.25,-2.16292749,-0.01392346,0,0
410,1,3,229,117,46,4.7,5.7,827.0285714,306.0666667,-1,4.75,0.2691814,1.80432003,0,0
411,1,4,133,152,20,344.2,38.8,707.6380952,651.9238095,15.25,-6.75,2.277446,0.32305741,0,1
412,1,2,206,51,7,835.2,36.7,1790.066667,687.2095238,-42.75,-9.75,-25.65806865,0.07415862,-186.9373573,0
413,1,4,125,177,71,190.2,19.3,1350.828571,528.352381,-14.75,0.5,-4.6513655,-0.00014977,0,0
414,0,3,115,34,31,14,2.7,46.6,956.0666667,-7.5,-2.75,-3.51297797,-2.08853333,0,1
415,1,1,112,101,11,6.8,2.3,2014.257143,4.40952381,4.25,-1.75,1.05580476,-0.00614069,0,0
416,0,4,226,275,69,78.5,2.3,527.456044,51.97802198,2.5,1.75,267.9086844,0.29188833,0,0
417,0,3,234,58,61,34.8,6.2,58.42857143,11.31428571,-3,-2.75,-1.58467184,-0.3965603,0,0
418,1,4,118,163,31,208.3,25.3,571.2095238,111.2571429,5.5,8.25,4.872627,1.52428335,0,0
419,0,2,217,50,9,5105.7,111.8,2626.171429,51.0952381,-47.75,-8,-5.11719138,-9.25E-05,0,0
420,1,2,218,164,61,63.5,12.3,1159.742857,82.20952381,10,-0.75,5.5436632,-0.0010872,0,0
421,1,1,101,69,64,69.3,15.3,3524.277778,133.2888889,-9.5,-0.5,-4.15113467,0.00381412,0,0
422,1,2,208,79,84,141.5,34.8,1083.552381,548.9809524,-21.25,8.25,-16.50804965,-0.30926028,0,0
423,0,2,217,215,34,159.5,11.5,1605.838095,85.26666667,-3.75,-6.25,-2.2004047,-0.2698616,0,0
424,0,3,234,64,63,86.8,12.7,143.4095238,4.838095238,0.5,1,-2.28735563,0.8857816,0,0
425,1,3,215,101,73,156.2,4,1151.409524,235.5428571,-11,2.5,-9.1545895,0.22220718,0,0
426,1,2,106,82,15,137.2,5.3,2051.638095,17.4,24,4.5,13.34450764,0.63090997,0,0
427,0,4,111,48,79,25.2,0.7,111.552381,8.40952381,-0.25,1.5,0.24520954,-0.53004561,0,0
428,0,4,126,85,75,70.8,1.3,243.5238095,4.838095238,-4.5,-0.75,-4.64879223,0.01142805,0,0
429,1,3,202,60,71,87.5,3.7,941.9555556,157.8222222,6.25,-3.5,1.71217547,1.25227127,0,0
430,1,4,132,99,76,134.3,6.8,648.2095238,551.7809524,-14.5,-3,-9.444545,0.20792644,0,0
431,1,4,206,149,68,40.3,0.2,687.1238095,13.0952381,-3.25,1,-2.7671798,0,0,0
432,1,4,110,118,77,810,24,803.552381,473.0666667,-28.75,6.25,-4.7391924,-0.22943852,0,0
433,0,2,210,7,70,7.5,0,14.78095238,13.57142857,-2.5,0,-1.11499977,0,0,0
434,1,4,129,201,73,51.3,1.3,636.4285714,5.552380952,-0.5,0.75,-1.3845918,0.85168384,0,0
435,0,3,115,41,32,1341.2,66,717.6857143,300.552381,-56.5,-15,-14.06717062,-6.9532993,0,1
436,0,4,133,2,71,-1,-1,-1,-1,-1,-1,-0.029727442,0,0,0
437,1,4,112,136,75,95.2,1.5,308.7428571,1090.066667,16,-1.25,10.3071139,0.14689636,0,0
438,1,3,105,115,62,655.7,339.7,744.2571429,348.6666667,-19.75,24,-10.9660069,0.64020592,0,1
439,0,4,121,31,81,11.3,0,18.20952381,0.238095238,-1.75,0,-1.10242621,0.0172892,0,0
440,1,5,101,68,61,236.8,23.2,218.7111111,17.73333333,7,-2.25,-52.5853649,0,0,0
441,1,4,111,198,3,545.2,0.3,964.1714286,840.4571429,49,-0.5,16.6314597,0.000175888,0,1
442,1,3,215,75,23,36.8,0.7,1080.409524,524.2571429,-11.75,-1,-9.49878524,-2.30E-05,0,1
443,1,3,228,48,73,433.3,768.7,1039.780952,353.4952381,-13.25,52.25,-10.52423397,3.2907434,0,1
444,1,1,115,139,30,14.7,6.7,643.4095238,159.7809524,-6.5,-4,-4.3311287,0.43628222,0,0
445,1,1,112,95,12,5.3,9.5,1079.6,8.352380952,-3,-2.5,-4.39921471,-0.0516115,0,0
446,0,1,208,207,58,139.7,3.7,755.5428571,29.12380952,11,-3.5,6.9242223,0.41990174,0,0
447,1,2,102,98,26,55.2,9,113.4952381,85.85714286,2.75,0,-1.11040687,0.67054989,0,1
448,0,4,118,7,81,1.3,0,4.742857143,4.523809524,-0.5,0,-0.088716638,0,0,0
449,0,3,114,95,11,782.2,13.3,843.8222222,344.9333333,59.75,8,35.20597668,-3.24401347,0,1
450,1,2,115,82,72,21.3,7.7,1603.285714,55.92380952,-4.5,2.75,-7.09222262,1.18448849,0,0
451,1,3,224,92,19,41.3,3.7,362.9809524,79.4952381,10.75,1,6.68870081,-1.40265802,0,0
452,1,4,109,134,14,57.7,0.5,178,889.4,-11.5,-1.25,-6.4452801,0.25737213,-61.6905381,1
453,1,4,110,132,75,181.3,14.5,1073.142857,964.9809524,17,-2.5,3.7568302,-0.1166354,0,0
454,1,1,109,85,10,304.7,0.7,1566,199.2095238,-7.25,-1,1.43678195,-0.00405395,0,0
455,1,4,111,156,77,105.3,6.7,732.4952381,12.28571429,-15.75,3.5,-4.869464,0.24361085,0,0
456,0,2,219,132,63,155.3,39.8,453.6952381,400.2095238,21.75,5.75,7.3032826,0.57241996,0,0
457,1,4,111,156,5,70.3,0.7,337.2095238,950.0285714,7,-1,1.087725,-0.010167516,0,1
458,1,4,108,64,3,227.3,3.7,1653.114286,26.88571429,0.5,-2.75,-6.06167779,-0.019867293,-129.3157929,0
459,1,3,104,115,64,46.8,6.3,879.1142857,163.352381,-14.5,4.5,-6.4472988,0.21886907,0,0
460,1,1,105,51,9,930.3,6.3,2292.695238,84.80952381,-50.75,-4.25,-21.61475475,0.558092355,-122.4836103,0
461,0,3,234,57,61,86.8,8.2,107.0666667,3.923809524,-8.25,-0.25,-6.33609499,-0.2100002,0,0
462,1,3,228,67,83,51.3,10.7,369.6380952,167.0285714,-13.25,5.25,-8.25511433,0.48595559,0,0
463,0,5,202,44,75,110.2,4.2,110.2380952,5.20952381,11,-2.25,32.09285828,-0.03374484,0,0
464,1,4,112,128,72,50.8,2.8,381.6857143,1095.457143,7,-0.5,3.5090554,-0.44663198,0,0
465,1,3,229,127,46,21.2,6.2,1043.638095,21.35238095,6,1,2.4527707,0.58616022,0,0
466,0,1,113,25,90,24.2,0,36.12380952,58.0952381,4.75,0,1.4390877,0,0,0
467,1,2,117,151,33,207,45.7,1692.685714,310.1142857,-18.75,-5.25,-10.0021626,0.14216015,-45.76747129,0
468,1,1,115,151,52,24.3,3.7,481.1428571,73.28571429,-5.75,-3.5,-1.9078202,0.30354553,0,0
469,0,6,205,41,83,27.7,7.7,79.80952381,19.74285714,-4.75,-2.75,-32.61052388,0.17040119,0,0
470,1,5,108,49,74,73.3,1.3,123.352381,9.457142857,-18.25,0.75,13.9877046,0.28274957,0,0
471,1,1,210,115,65,905.3,198.2,2501.511111,134.1777778,-44.5,22.75,-30.6146478,1.72488663,-54.16437688,1
472,1,3,106,124,41,143,60.5,744.952381,86.23809524,10,5,0.3155778,0.13917165,0,0
473,1,2,210,109,55,131.3,3,382.552381,461.2666667,14.5,0,7.5661778,0.01018023,0,0
474,0,1,204,164,64,126.8,11.3,2458.92381,23.0952381,19.5,-5.5,10.6190508,1.75379702,0,0
475,1,4,111,155,4,47.2,0.3,417,972.552381,-6.5,-0.75,-3.9840651,-0.138616802,-154.3825226,1
476,1,3,216,62,75,21.5,3.2,204.6952381,510.0952381,0,1.5,-0.44930012,0.13225939,0,0
477,1,4,120,180,71,105.3,4.3,398.3142857,151.7809524,18.25,0.5,11.2569265,1.30441635,0,0
478,1,3,107,139,45,524.8,45.8,1511.809524,98.54285714,1.75,0.75,7.8409738,-1.81189774,0,0
479,1,3,229,118,40,4.3,7.8,830.8380952,240.552381,3.25,-3,4.0738334,-1.52514467,0,0
480,1,3,229,73,62,335.7,67.7,796.9714286,309.952381,-38.5,16.5,-21.52732749,5.94745526,0,0
481,1,4,109,184,23,160,3.7,691.8857143,347.1142857,-2.5,0.25,-2.7013701,-0.32699126,0,0
482,1,1,109,113,19,86.8,6.7,795.4095238,93.28571429,2,4,0.4329923,-0.08617978,0,1
483,1,3,228,50,43,6.7,0.2,1134.095238,291.1428571,1.5,-0.25,-0.30441299,3.09E-06,0,1
484,1,4,105,108,78,65,4.2,2242.685714,28.6952381,-1.25,-2.25,-2.1615384,-0.10254069,0,0
485,0,4,133,63,72,75.7,2.5,270.352381,13.06666667,-9,-1.25,-3.91547183,0.21719809,0,0
486,1,4,110,118,12,48.2,56.7,1805.12381,443.3809524,-4.75,-4.75,-1.0131671,0.00055473,0,0
487,1,4,109,133,24,966.3,19.7,919.552381,496.8380952,-30.5,-6,-6.6617392,0.23712099,0,1
488,0,3,228,9,84,-1,-1,-1,-1,-1,-1,3.155613621,0,0,0
489,1,4,203,27,72,83.3,6.8,2467.352381,8.838095238,-7,1.75,-6.09482224,-0.12312731,0,0
490,1,4,119,141,74,165.8,2.3,266.6666667,8.742857143,14.25,-2,5.5641326,-0.05592845,0,0
491,0,3,220,3,85,-1,-1,-1,-1,-1,-1,-2.795142449,0,0,0
